readcode,medcode,clinicalevents,immunisationevents,referralevents,testevents,readterm,databasebuild,description
Eu32312,52678,61,0,4,0,[X]Single episode of psychogenic depressive psychosis,Feb-09,[X]Single episode of psychogenic depressive psychosis
Eu32313,24112,777,0,12,0,[X]Single episode of psychotic depression,Feb-09,[X]Single episode of psychotic depression
Eu32314,28863,185,0,4,0,[X]Single episode of reactive depressive psychosis,Feb-09,[X]Single episode of reactive depressive psychosis
Eu32800,98417,447,0,5,0,"[X]Major depression, severe with psychotic symptoms",Jan-10,[X]Major depression; severe with psychotic symptoms
Eu33213,29451,133,0,7,0,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",Feb-09,[X]Manic-depress psychosis;depressd;no psychotic symptoms
Eu33300,47009,1133,0,11,0,[X]Recurrent depress disorder cur epi severe with psyc symp,Feb-09,[X]Recurrent depress disorder cur epi severe with psyc symp
Eu33311,23731,536,0,25,0,[X]Endogenous depression with psychotic symptoms,Feb-09,[X]Endogenous depression with psychotic symptoms
Eu33312,28677,142,0,2,0,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",Feb-09,[X]Manic-depress psychosis;depressed type+psychotic symptoms
Eu33313,32941,347,0,24,0,[X]Recurr severe episodes/major depression+psychotic symptom,Feb-09,[X]Recurr severe episodes/major depression+psychotic symptom
Eu33314,31757,52,0,3,0,[X]Recurr severe episodes/psychogenic depressive psychosis,Feb-09,[X]Recurr severe episodes/psychogenic depressive psychosis
Eu33315,16861,463,0,15,0,[X]Recurrent severe episodes of psychotic depression,Feb-09,[X]Recurrent severe episodes of psychotic depression
Eu33316,37764,91,0,7,0,[X]Recurrent severe episodes/reactive depressive psychosis,Feb-09,[X]Recurrent severe episodes/reactive depressive psychosis
Eu3z.11,31633,226,0,6,0,[X]Affective psychosis NOS,Feb-09,[X]Affective psychosis NOS
Eu44.14,28168,95,0,2,0,[X]Hysterical psychosis,Feb-09,[X]Hysterical psychosis
