readcode,medcode,clinicalevents,immunisationevents,referralevents,testevents,readterm,databasebuild,description
Eu45y14,36009,20,0,0,0,[X]Psychogenic torticollis,Feb-09,[X]Psychogenic torticollis
Eu45y15,47570,113,0,7,0,[X]Teeth-grinding,Feb-09,[X]Teeth-grinding
Eu45z00,48671,107,0,2,0,"[X]Somatoform disorder, unspecified",Feb-09,[X]Somatoform disorder; unspecified
Eu45z11,19242,887,0,26,0,[X]Psychosomatic disorder NOS,Feb-09,[X]Psychosomatic disorder NOS
Eu46.00,28090,22,0,0,0,[X]Other neurotic disorders,Feb-09,[X]Other neurotic disorders
Eu46000,16561,564,0,12,0,[X]Neurasthenia,Feb-09,[X]Neurasthenia
Eu46100,9265,404,0,10,0,[X]Depersonalization - derealization syndrome,Feb-09,[X]Depersonalization - derealization syndrome
Eu46y00,44331,21,0,0,0,[X]Other specified neurotic disorders,Feb-09,[X]Other specified neurotic disorders
Eu46y11,100116,3,0,0,0,[X]Briquet's disorder,Jul-10,[X]Briquet's disorder
Eu46y12,47367,16,0,1,0,[X]Dhat syndrome,Feb-09,[X]Dhat syndrome
Eu46y13,11339,164,0,12,0,"[X]Occupational neurosis, including writer's cramp",Feb-09,[X]Occupational neurosis; including writer's cramp
Eu46y14,61753,3,0,0,0,[X]Psychasthenia,Feb-09,[X]Psychasthenia
Eu46y15,90597,3,0,0,0,[X]Psychasthenia neurosis,Feb-09,[X]Psychasthenia neurosis
Eu46y16,44586,84,0,4,0,[X]Psychogenic syncope,Feb-09,[X]Psychogenic syncope
Eu46z00,49628,358,0,2,0,"[X]Neurotic disorder, unspecified",Feb-09,[X]Neurotic disorder; unspecified
Eu46z11,21431,696,0,6,0,[X]Neurosis NOS,Feb-09,[X]Neurosis NOS
Eu51511,17687,266,0,13,0,[X]Dream anxiety disorder,Feb-09,[X]Dream anxiety disorder
Eu93000,18032,416,0,32,0,[X]Separation anxiety disorder of childhood,Feb-09,[X]Separation anxiety disorder of childhood
Eu93100,24351,164,0,17,0,[X]Phobic anxiety disorder of childhood,Feb-09,[X]Phobic anxiety disorder of childhood
Eu93200,29907,1034,0,65,0,[X]Social anxiety disorder of childhood,Feb-09,[X]Social anxiety disorder of childhood
Eu93y12,61430,8,0,1,0,[X]Childhood overanxious disorder,Feb-09,[X]Childhood overanxious disorder
Z4L1.00,7999,2478,0,186,0,Anxiety counselling,Feb-09,Anxiety counselling
ZS7C700,99609,6,0,0,0,Post-traumatic mutism,Jun-10,Post-traumatic mutism
